index,Test_Time,Step_Time(s),Cycle_Index,Step_Index,Voltage,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,Current,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,Charge_Capacity,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,Discharge_Capacity
858,99614.293408,120.0047,11,4,4.27746486663818,99614.293408,120.0047,11,4,0,99614.293408,120.0047,11,4,2.45499563217163,99614.293408,120.0047,11,4,0
859,99734.292508,240.0038,11,4,4.26488494873047,99734.292508,240.0038,11,4,0,99734.292508,240.0038,11,4,2.45499563217163,99734.292508,240.0038,11,4,0
860,99794.293708,300.005,11,4,4.26159381866455,99794.293708,300.005,11,4,0,99794.293708,300.005,11,4,2.45499563217163,99794.293708,300.005,11,4,0
861,99914.379852,120.0018,11,5,3.89848709106445,99914.379852,120.0018,11,5,-2.2821102142334,99914.379852,120.0018,11,5,2.45499563217163,99914.379852,120.0018,11,5,0.076030790805817
862,100034.382652,240.0046,11,5,3.85183620452881,100034.382652,240.0046,11,5,-2.28210639953613,100034.382652,240.0046,11,5,2.45499563217163,100034.382652,240.0046,11,5,0.152139768004417
863,100154.378952,360.0009,11,5,3.81344127655029,100154.378952,360.0009,11,5,-2.28209590911865,100154.378952,360.0009,11,5,2.45499563217163,100154.378952,360.0009,11,5,0.228177174925804
864,100274.379652,480.0016,11,5,3.77716159820557,100274.379652,480.0016,11,5,-2.28216743469238,100274.379652,480.0016,11,5,2.45499563217163,100274.379652,480.0016,11,5,0.304254800081253
865,100394.382452,600.0044,11,5,3.74296092987061,100394.382452,600.0044,11,5,-2.28204154968262,100394.382452,600.0044,11,5,2.45499563217163,100394.382452,600.0044,11,5,0.380349099636078
866,100514.379952,720.0019,11,5,3.71011924743652,100514.379952,720.0019,11,5,-2.28218078613281,100514.379952,720.0019,11,5,2.45499563217163,100514.379952,720.0019,11,5,0.456414937973022
867,100634.382452,840.0044,11,5,3.67850875854492,100634.382452,840.0044,11,5,-2.28203201293945,100634.382452,840.0044,11,5,2.45499563217163,100634.382452,840.0044,11,5,0.53248131275177
868,100754.380052,960.002,11,5,3.64872741699219,100754.380052,960.002,11,5,-2.2820405960083,100754.380052,960.002,11,5,2.45499563217163,100754.380052,960.002,11,5,0.608546733856201
869,100874.382852,1080.0048,11,5,3.62120056152344,100874.382852,1080.0048,11,5,-2.2821102142334,100874.382852,1080.0048,11,5,2.45499563217163,100874.382852,1080.0048,11,5,0.684627890586853
870,100994.383452,1200.0054,11,5,3.59536075592041,100994.383452,1200.0054,11,5,-2.28214836120605,100994.383452,1200.0054,11,5,2.45499563217163,100994.383452,1200.0054,11,5,0.760642230510712
871,101114.381252,1320.0032,11,5,3.57100391387939,101114.381252,1320.0032,11,5,-2.28206920623779,101114.381252,1320.0032,11,5,2.45499563217163,101114.381252,1320.0032,11,5,0.836753964424133
872,101234.381252,1440.0032,11,5,3.5480842590332,101234.381252,1440.0032,11,5,-2.28213691711426,101234.381252,1440.0032,11,5,2.45499563217163,101234.381252,1440.0032,11,5,0.912831425666809
873,101354.378052,1560,11,5,3.52610015869141,101354.378052,1560,11,5,-2.28183841705322,101354.378052,1560,11,5,2.45499563217163,101354.378052,1560,11,5,0.988902628421783
874,101474.378052,1680,11,5,3.50541591644287,101474.378052,1680,11,5,-2.28214740753174,101474.378052,1680,11,5,2.45499563217163,101474.378052,1680,11,5,1.06496453285217
875,101594.380552,1800.0025,11,5,3.48562049865723,101594.380552,1800.0025,11,5,-2.28204536437988,101594.380552,1800.0025,11,5,2.45499563217163,101594.380552,1800.0025,11,5,1.14102470874786
876,101714.383252,1920.0052,11,5,3.4669017791748,101714.383252,1920.0052,11,5,-2.28207111358643,101714.383252,1920.0052,11,5,2.45499563217163,101714.383252,1920.0052,11,5,1.21711254119873
877,101834.378752,2040.0007,11,5,3.44882869720459,101834.378752,2040.0007,11,5,-2.28208923339844,101834.378752,2040.0007,11,5,2.45499563217163,101834.378752,2040.0007,11,5,1.29318177700043
878,101954.382852,2160.0048,11,5,3.43174266815186,101954.382852,2160.0048,11,5,-2.28202152252197,101954.382852,2160.0048,11,5,2.45499563217163,101954.382852,2160.0048,11,5,1.36924028396606
879,102074.380152,2280.0021,11,5,3.41536617279053,102074.380152,2280.0021,11,5,-2.2821216583252,102074.380152,2280.0021,11,5,2.45499563217163,102074.380152,2280.0021,11,5,1.44531667232513
880,102194.382852,2400.0048,11,5,3.39949417114258,102194.382852,2400.0048,11,5,-2.28215408325195,102194.382852,2400.0048,11,5,2.45499563217163,102194.382852,2400.0048,11,5,1.52138578891754
881,102314.381852,2520.0038,11,5,3.38360118865967,102314.381852,2520.0038,11,5,-2.28205013275146,102314.381852,2520.0038,11,5,2.45499563217163,102314.381852,2520.0038,11,5,1.59728217124939
882,102434.381652,2640.0036,11,5,3.36710929870605,102434.381652,2640.0036,11,5,-2.28208446502686,102434.381652,2640.0036,11,5,2.45499563217163,102434.381652,2640.0036,11,5,1.67333805561066
883,102554.383752,2760.0057,11,5,3.3499584197998,102554.383752,2760.0057,11,5,-2.28208065032959,102554.383752,2760.0057,11,5,2.45499563217163,102554.383752,2760.0057,11,5,1.74826085567474
884,102674.378152,2880.0001,11,5,3.33190250396729,102674.378152,2880.0001,11,5,-2.28206729888916,102674.378152,2880.0001,11,5,2.45499563217163,102674.378152,2880.0001,11,5,1.82439148426056
885,102794.381452,3000.0034,11,5,3.31239700317383,102794.381452,3000.0034,11,5,-2.28206443786621,102794.381452,3000.0034,11,5,2.45499563217163,102794.381452,3000.0034,11,5,1.90046501159668
886,102914.380252,3120.0022,11,5,3.290207862854,102914.380252,3120.0022,11,5,-2.28213310241699,102914.380252,3120.0022,11,5,2.45499563217163,102914.380252,3120.0022,11,5,1.97652077674866
887,103034.383652,3240.0056,11,5,3.26481914520264,103034.383652,3240.0056,11,5,-2.28188133239746,103034.383652,3240.0056,11,5,2.45499563217163,103034.383652,3240.0056,11,5,2.0526123046875
888,103154.382252,3360.0042,11,5,3.23508930206299,103154.382252,3360.0042,11,5,-2.28213310241699,103154.382252,3360.0042,11,5,2.45499563217163,103154.382252,3360.0042,11,5,2.12867283821106
889,103274.379052,3480.001,11,5,3.19956207275391,103274.379052,3480.001,11,5,-2.28210163116455,103274.379052,3480.001,11,5,2.45499563217163,103274.379052,3480.001,11,5,2.20473551750183
890,103394.385152,3600.0071,11,5,3.15642166137695,103394.385152,3600.0071,11,5,-2.28214359283447,103394.385152,3600.0071,11,5,2.45499563217163,103394.385152,3600.0071,11,5,2.28079509735107
891,103514.381852,3720.0038,11,5,3.10125350952148,103514.381852,3720.0038,11,5,-2.28213214874268,103514.381852,3720.0038,11,5,2.45499563217163,103514.381852,3720.0038,11,5,2.3568902015686
892,103634.383452,3840.0054,11,5,3.02810096740723,103634.383452,3840.0054,11,5,-2.28214836120605,103634.383452,3840.0054,11,5,2.45499563217163,103634.383452,3840.0054,11,5,2.43295669555664
893,103671.244552,3876.8665,11,5,3.0000114440918,103671.244552,3876.8665,11,5,-2.28212833404541,103671.244552,3876.8665,11,5,2.45499563217163,103671.244552,3876.8665,11,5,2.45630598068237
894,103791.393008,120.0037,11,6,3.62643623352051,103791.393008,120.0037,11,6,0,103791.393008,120.0037,11,6,2.45499563217163,103791.393008,120.0037,11,6,2.45635104179382
895,103911.390408,240.0011,11,6,3.65686130523682,103911.390408,240.0011,11,6,0,103911.390408,240.0011,11,6,2.45499563217163,103911.390408,240.0011,11,6,2.45635104179382
896,103971.391708,300.0024,11,6,3.66421890258789,103971.391708,300.0024,11,6,0,103971.391708,300.0024,11,6,2.45499563217163,103971.391708,300.0024,11,6,2.45635104179382
897,104091.499136,120.0041,12,2,4.19994926452637,104091.499136,120.0041,12,2,3.3217077255249,104091.499136,120.0041,12,2,0.127697736024857,104091.499136,120.0041,12,2,0
898,104111.871036,140.376,12,2,4.20000457763672,104111.871036,140.376,12,2,3.25999546051025,104111.871036,140.376,12,2,0.146328717470169,104111.871036,140.376,12,2,0
899,104231.889632,120.0001,12,3,4.23440647125244,104231.889632,120.0001,12,3,3.2599573135376,104231.889632,120.0001,12,3,0.25474888086319,104231.889632,120.0001,12,3,0
900,104351.894132,240.0046,12,3,4.26385402679443,104351.894132,240.0046,12,3,3.26000881195068,104351.894132,240.0046,12,3,0.363410830497742,104351.894132,240.0046,12,3,0
901,104471.892232,360.0027,12,3,4.28799343109131,104471.892232,360.0027,12,3,3.25997257232666,104471.892232,360.0027,12,3,0.472067564725876,104471.892232,360.0027,12,3,0
902,104591.895932,480.0064,12,3,4.31255626678467,104591.895932,480.0064,12,3,3.25994968414307,104591.895932,480.0064,12,3,0.580718457698822,104591.895932,480.0064,12,3,0
903,104711.892232,600.0027,12,3,4.33980083465576,104711.892232,600.0027,12,3,3.26010036468506,104711.892232,600.0027,12,3,0.689381241798401,104711.892232,600.0027,12,3,0
904,104831.896032,720.0065,12,3,4.36975860595703,104831.896032,720.0065,12,3,3.25997257232666,104831.896032,720.0065,12,3,0.798094689846039,104831.896032,720.0065,12,3,0
905,104951.896932,840.0074,12,3,4.40006828308106,104951.896932,840.0074,12,3,3.24452114105225,104951.896932,840.0074,12,3,0.906696140766144,104951.896932,840.0074,12,3,0
906,105071.895932,960.0064,12,3,4.3999662399292,105071.895932,960.0064,12,3,2.96854305267334,105071.895932,960.0064,12,3,1.01005423069,105071.895932,960.0064,12,3,0
907,105191.889632,1080.0001,12,3,4.39996337890625,105191.889632,1080.0001,12,3,2.73535060882568,105191.889632,1080.0001,12,3,1.10504567623138,105191.889632,1080.0001,12,3,0
908,105311.896432,1200.0069,12,3,4.40002822875977,105311.896432,1200.0069,12,3,2.53809070587158,105311.896432,1200.0069,12,3,1.19286215305328,105311.896432,1200.0069,12,3,0
909,105431.890932,1320.0014,12,3,4.39999485015869,105431.890932,1320.0014,12,3,2.36947727203369,105431.890932,1320.0014,12,3,1.27459502220154,105431.890932,1320.0014,12,3,0
910,105551.895032,1440.0055,12,3,4.40000629425049,105551.895032,1440.0055,12,3,2.22507572174072,105551.895032,1440.0055,12,3,1.35112035274506,105551.895032,1440.0055,12,3,0
911,105671.889932,1560.0004,12,3,4.40005397796631,105671.889932,1560.0004,12,3,2.10040760040283,105671.889932,1560.0004,12,3,1.42316675186157,105671.889932,1560.0004,12,3,0
912,105791.895532,1680.006,12,3,4.4000186920166,105791.895532,1680.006,12,3,1.98958492279053,105791.895532,1680.006,12,3,1.49124038219452,105791.895532,1680.006,12,3,0
913,105911.890332,1800.0008,12,3,4.39994716644287,105911.890332,1800.0008,12,3,1.89196300506592,105911.890332,1800.0008,12,3,1.55593502521515,105911.890332,1800.0008,12,3,0
914,106031.891732,1920.0022,12,3,4.40004825592041,106031.891732,1920.0022,12,3,1.80335140228271,106031.891732,1920.0022,12,3,1.61748790740967,106031.891732,1920.0022,12,3,0
915,106151.894532,2040.005,12,3,4.39999198913574,106151.894532,2040.005,12,3,1.7224817276001,106151.894532,2040.005,12,3,1.67622137069702,106151.894532,2040.005,12,3,0
916,106271.896632,2160.0071,12,3,4.40006446838379,106271.896632,2160.0071,12,3,1.64943695068359,106271.896632,2160.0071,12,3,1.73239028453827,106271.896632,2160.0071,12,3,0
917,106391.895632,2280.0061,12,3,4.39994621276856,106391.895632,2280.0061,12,3,1.57909870147705,106391.895632,2280.0061,12,3,1.78619515895844,106391.895632,2280.0061,12,3,0
918,106511.891732,2400.0022,12,3,4.39992427825928,106511.891732,2400.0022,12,3,1.51238822937012,106511.891732,2400.0022,12,3,1.83768093585968,106511.891732,2400.0022,12,3,0
919,106631.895132,2520.0056,12,3,4.40005493164063,106631.895132,2520.0056,12,3,1.44985294342041,106631.895132,2520.0056,12,3,1.88707661628723,106631.895132,2520.0056,12,3,0
920,106751.893132,2640.0036,12,3,4.39997482299805,106751.893132,2640.0036,12,3,1.38979816436768,106751.893132,2640.0036,12,3,1.93439161777496,106751.893132,2640.0036,12,3,0
921,106871.889732,2760.0002,12,3,4.3999490737915,106871.889732,2760.0002,12,3,1.33228015899658,106871.889732,2760.0002,12,3,1.97976112365723,106871.889732,2760.0002,12,3,0
922,106991.894132,2880.0046,12,3,4.40005588531494,106991.894132,2880.0046,12,3,1.27689552307129,106991.894132,2880.0046,12,3,2.02324938774109,106991.894132,2880.0046,12,3,0
923,107111.896832,3000.0073,12,3,4.40001964569092,107111.896832,3000.0073,12,3,1.22324752807617,107111.896832,3000.0073,12,3,2.06490325927734,107111.896832,3000.0073,12,3,0
924,107231.893332,3120.0038,12,3,4.40000915527344,107231.893332,3120.0038,12,3,1.17046451568604,107231.893332,3120.0038,12,3,2.10479140281677,107231.893332,3120.0038,12,3,0
925,107351.895532,3240.006,12,3,4.40000629425049,107351.895532,3240.006,12,3,1.11861610412598,107351.895532,3240.006,12,3,2.14295148849487,107351.895532,3240.006,12,3,0
926,107471.894132,3360.0046,12,3,4.4000301361084,107471.894132,3360.0046,12,3,1.06970977783203,107471.894132,3360.0046,12,3,2.17945051193237,107471.894132,3360.0046,12,3,0
927,107591.890832,3480.0013,12,3,4.39997386932373,107591.890832,3480.0013,12,3,1.02209186553955,107591.890832,3480.0013,12,3,2.21430468559265,107591.890832,3480.0013,12,3,0
928,107711.893732,3600.0042,12,3,4.39991569519043,107711.893732,3600.0042,12,3,0.974911689758301,107711.893732,3600.0042,12,3,2.24758863449097,107711.893732,3600.0042,12,3,0
929,107831.892732,3720.0032,12,3,4.39993095397949,107831.892732,3720.0032,12,3,0.92816162109375,107831.892732,3720.0032,12,3,2.27930307388306,107831.892732,3720.0032,12,3,0
930,107951.893532,3840.004,12,3,4.39999961853027,107951.893532,3840.004,12,3,0.883468627929688,107951.893532,3840.004,12,3,2.30947828292847,107951.893532,3840.004,12,3,0
931,108071.895032,3960.0055,12,3,4.40003395080566,108071.895032,3960.0055,12,3,0.839081764221191,108071.895032,3960.0055,12,3,2.33817553520203,108071.895032,3960.0055,12,3,0
932,108191.891132,4080.0016,12,3,4.40003204345703,108191.891132,4080.0016,12,3,0.797135353088379,108191.891132,4080.0016,12,3,2.36543750762939,108191.891132,4080.0016,12,3,0
933,108311.891132,4200.0016,12,3,4.39995002746582,108311.891132,4200.0016,12,3,0.756863594055176,108311.891132,4200.0016,12,3,2.39133191108704,108311.891132,4200.0016,12,3,0
934,108431.890032,4320.0005,12,3,4.40003204345703,108431.890032,4320.0005,12,3,0.719006538391113,108431.890032,4320.0005,12,3,2.41593384742737,108431.890032,4320.0005,12,3,0
935,108551.894632,4440.0051,12,3,4.39996719360352,108551.894632,4440.0051,12,3,0.682638168334961,108551.894632,4440.0051,12,3,2.43930673599243,108551.894632,4440.0051,12,3,0
936,108654.378932,4542.4894,12,3,4.40001964569092,108654.378932,4542.4894,12,3,0.651991844177246,108654.378932,4542.4894,12,3,2.45830702781677,108654.378932,4542.4894,12,3,0
937,108774.43136,120.0039,12,4,4.27752780914307,108774.43136,120.0039,12,4,0,108774.43136,120.0039,12,4,2.45830893516541,108774.43136,120.0039,12,4,0
938,108894.42746,240,12,4,4.26496124267578,108894.42746,240,12,4,0,108894.42746,240,12,4,2.45830893516541,108894.42746,240,12,4,0
939,108954.43106,300.0036,12,4,4.26170158386231,108954.43106,300.0036,12,4,0,108954.43106,300.0036,12,4,2.45830893516541,108954.43106,300.0036,12,4,0
940,109074.530596,120.0056,12,5,3.89870929718018,109074.530596,120.0056,12,5,-2.28214168548584,109074.530596,120.0056,12,5,2.45830893516541,109074.530596,120.0056,12,5,0.076038032770157
941,109194.524996,240,12,5,3.85195255279541,109194.524996,240,12,5,-2.28205013275146,109194.524996,240,12,5,2.45830893516541,109194.524996,240,12,5,0.152132600545883
942,109314.525796,360.0008,12,5,3.81378936767578,109314.525796,360.0008,12,5,-2.28202629089355,109314.525796,360.0008,12,5,2.45830893516541,109314.525796,360.0008,12,5,0.228185951709747
943,109434.526396,480.0014,12,5,3.7780179977417,109434.526396,480.0014,12,5,-2.28211688995361,109434.526396,480.0014,12,5,2.45830893516541,109434.526396,480.0014,12,5,0.30427610874176
944,109554.531796,600.0068,12,5,3.74384307861328,109554.531796,600.0068,12,5,-2.2820873260498,109554.531796,600.0068,12,5,2.45830893516541,109554.531796,600.0068,12,5,0.380349904298782
945,109674.529596,720.0046,12,5,3.71095657348633,109674.529596,720.0046,12,5,-2.28204917907715,109674.529596,720.0046,12,5,2.45830893516541,109674.529596,720.0046,12,5,0.456401467323303
946,109794.531996,840.007,12,5,3.67920398712158,109794.531996,840.007,12,5,-2.28202629089355,109794.531996,840.007,12,5,2.45830893516541,109794.531996,840.007,12,5,0.53248518705368
947,109914.527796,960.0028,12,5,3.64925956726074,109914.527796,960.0028,12,5,-2.28209781646729,109914.527796,960.0028,12,5,2.45830893516541,109914.527796,960.0028,12,5,0.608541131019592
948,110034.526496,1080.0015,12,5,3.62160301208496,110034.526496,1080.0015,12,5,-2.28214168548584,110034.526496,1080.0015,12,5,2.45830893516541,110034.526496,1080.0015,12,5,0.684607446193695
949,110154.525196,1200.0002,12,5,3.59604930877686,110154.525196,1200.0002,12,5,-2.28211498260498,110154.525196,1200.0002,12,5,2.45830893516541,110154.525196,1200.0002,12,5,0.760686635971069
950,110274.526196,1320.0012,12,5,3.57228088378906,110274.526196,1320.0012,12,5,-2.2820930480957,110274.526196,1320.0012,12,5,2.45830893516541,110274.526196,1320.0012,12,5,0.836728572845459
951,110394.529296,1440.0043,12,5,3.54922294616699,110394.529296,1440.0043,12,5,-2.28211975097656,110394.529296,1440.0043,12,5,2.45830893516541,110394.529296,1440.0043,12,5,0.912830054759979
952,110514.529396,1560.0044,12,5,3.52751731872559,110514.529396,1560.0044,12,5,-2.28213310241699,110514.529396,1560.0044,12,5,2.45830893516541,110514.529396,1560.0044,12,5,0.988892734050751
953,110634.529596,1680.0046,12,5,3.5067024230957,110634.529596,1680.0046,12,5,-2.28201007843018,110634.529596,1680.0046,12,5,2.45830893516541,110634.529596,1680.0046,12,5,1.06494581699371
954,110754.528496,1800.0035,12,5,3.48711585998535,110754.528496,1800.0035,12,5,-2.28207206726074,110754.528496,1800.0035,12,5,2.45830893516541,110754.528496,1800.0035,12,5,1.14104270935059
955,110874.527996,1920.003,12,5,3.46860885620117,110874.527996,1920.003,12,5,-2.28209590911865,110874.527996,1920.003,12,5,2.45830893516541,110874.527996,1920.003,12,5,1.21709167957306
956,110994.525396,2040.0004,12,5,3.45104885101318,110994.525396,2040.0004,12,5,-2.28211975097656,110994.525396,2040.0004,12,5,2.45830893516541,110994.525396,2040.0004,12,5,1.29315888881683
957,111114.525396,2160.0004,12,5,3.43456268310547,111114.525396,2160.0004,12,5,-2.28203201293945,111114.525396,2160.0004,12,5,2.45830893516541,111114.525396,2160.0004,12,5,1.36922156810761
958,111234.526896,2280.0019,12,5,3.41870784759521,111234.526896,2280.0019,12,5,-2.28210639953613,111234.526896,2280.0019,12,5,2.45830893516541,111234.526896,2280.0019,12,5,1.4453113079071
959,111354.528396,2400.0034,12,5,3.40340995788574,111354.528396,2400.0034,12,5,-2.28204727172852,111354.528396,2400.0034,12,5,2.45830893516541,111354.528396,2400.0034,12,5,1.52138447761536
960,111474.526496,2520.0015,12,5,3.38785934448242,111474.526496,2520.0015,12,5,-2.28201293945312,111474.526496,2520.0015,12,5,2.45830893516541,111474.526496,2520.0015,12,5,1.59736299514771
961,111594.528796,2640.0038,12,5,3.37164306640625,111594.528796,2640.0038,12,5,-2.28211975097656,111594.528796,2640.0038,12,5,2.45830893516541,111594.528796,2640.0038,12,5,1.67345321178436
962,111714.526496,2760.0015,12,5,3.35482311248779,111714.526496,2760.0015,12,5,-2.2821741104126,111714.526496,2760.0015,12,5,2.45830893516541,111714.526496,2760.0015,12,5,1.74954783916473
963,111834.528296,2880.0033,12,5,3.33715915679932,111834.528296,2880.0033,12,5,-2.28207111358643,111834.528296,2880.0033,12,5,2.45830893516541,111834.528296,2880.0033,12,5,1.82563626766205
964,111954.530596,3000.0056,12,5,3.31726932525635,111954.530596,3000.0056,12,5,-2.28208637237549,111954.530596,3000.0056,12,5,2.45830893516541,111954.530596,3000.0056,12,5,1.90173840522766
965,112074.531096,3120.0061,12,5,3.29469585418701,112074.531096,3120.0061,12,5,-2.28210258483887,112074.531096,3120.0061,12,5,2.45830893516541,112074.531096,3120.0061,12,5,1.97780811786652
966,112194.528696,3240.0037,12,5,3.26925086975098,112194.528696,3240.0037,12,5,-2.28206539154053,112194.528696,3240.0037,12,5,2.45830893516541,112194.528696,3240.0037,12,5,2.05387115478516
967,112314.527996,3360.003,12,5,3.23896408081055,112314.527996,3360.003,12,5,-2.28210258483887,112314.527996,3360.003,12,5,2.45830893516541,112314.527996,3360.003,12,5,2.12991619110107
968,112434.530696,3480.0057,12,5,3.20341396331787,112434.530696,3480.0057,12,5,-2.28218078613281,112434.530696,3480.0057,12,5,2.45830893516541,112434.530696,3480.0057,12,5,2.20600032806396
969,112554.528296,3600.0033,12,5,3.15964412689209,112554.528296,3600.0033,12,5,-2.28213500976562,112554.528296,3600.0033,12,5,2.45830893516541,112554.528296,3600.0033,12,5,2.28208422660828
970,112674.525796,3720.0008,12,5,3.10422801971436,112674.525796,3720.0008,12,5,-2.28215026855469,112674.525796,3720.0008,12,5,2.45830893516541,112674.525796,3720.0008,12,5,2.35815143585205
971,112794.527196,3840.0022,12,5,3.0302038192749,112794.527196,3840.0022,12,5,-2.28213977813721,112794.527196,3840.0022,12,5,2.45830893516541,112794.527196,3840.0022,12,5,2.43421459197998
972,112833.500396,3878.9754,12,5,2.99999141693115,112833.500396,3878.9754,12,5,-2.28209590911865,112833.500396,3878.9754,12,5,2.45830893516541,112833.500396,3878.9754,12,5,2.45892262458801
973,112953.653688,120.0038,12,6,3.62550640106201,112953.653688,120.0038,12,6,0,112953.653688,120.0038,12,6,2.45830893516541,112953.653688,120.0038,12,6,2.45897817611694
974,113073.654388,240.0045,12,6,3.65599155426025,113073.654388,240.0045,12,6,0,113073.654388,240.0045,12,6,2.45830893516541,113073.654388,240.0045,12,6,2.45897817611694
975,113133.653588,300.0037,12,6,3.66345024108887,113133.653588,300.0037,12,6,0,113133.653588,300.0037,12,6,2.45830893516541,113133.653588,300.0037,12,6,2.45897817611694
976,113253.752624,120.0054,13,2,4.19997119903564,113253.752624,120.0054,13,2,3.31891918182373,113253.752624,120.0054,13,2,0.127556279301643,113253.752624,120.0054,13,2,0
977,113273.356524,139.6093,13,2,4.20005893707275,113273.356524,139.6093,13,2,3.25999546051025,113273.356524,139.6093,13,2,0.145501285791397,113273.356524,139.6093,13,2,0
978,113393.376972,120.005,13,3,4.2340087890625,113393.376972,120.005,13,3,3.25993824005127,113393.376972,120.005,13,3,0.253884196281433,113393.376972,120.005,13,3,0
979,113513.377372,240.0054,13,3,4.26416683197022,113513.377372,240.0054,13,3,3.26002979278564,113513.377372,240.0054,13,3,0.36259588599205,113513.377372,240.0054,13,3,0
980,113633.375272,360.0033,13,3,4.28886699676514,113633.375272,360.0033,13,3,3.26001834869385,113633.375272,360.0033,13,3,0.471247851848602,113633.375272,360.0033,13,3,0
981,113753.376772,480.0048,13,3,4.31383037567139,113753.376772,480.0048,13,3,3.25998401641846,113753.376772,480.0048,13,3,0.579925060272217,113753.376772,480.0048,13,3,0
982,113873.376872,600.0049,13,3,4.34103298187256,113873.376872,600.0049,13,3,3.25997257232666,113873.376872,600.0049,13,3,0.688501715660095,113873.376872,600.0049,13,3,0
983,113993.377772,720.0058,13,3,4.37125873565674,113993.377772,720.0058,13,3,3.26001071929932,113993.377772,720.0058,13,3,0.797255992889404,113993.377772,720.0058,13,3,0
984,114113.374072,840.0021,13,3,4.40006542205811,114113.374072,840.0021,13,3,3.22321796417236,114113.374072,840.0021,13,3,0.905823767185211,114113.374072,840.0021,13,3,0
985,114233.373572,960.0016,13,3,4.40001106262207,114233.373572,960.0016,13,3,2.95890140533447,114233.373572,960.0016,13,3,1.00868260860443,114233.373572,960.0016,13,3,0
986,114353.374872,1080.0029,13,3,4.39997005462647,114353.374872,1080.0029,13,3,2.7298002243042,114353.374872,1080.0029,13,3,1.10344862937927,114353.374872,1080.0029,13,3,0
987,114473.377272,1200.0053,13,3,4.39995956420898,114473.377272,1200.0053,13,3,2.53193950653076,114473.377272,1200.0053,13,3,1.19103765487671,114473.377272,1200.0053,13,3,0
988,114593.375572,1320.0036,13,3,4.39999771118164,114593.375572,1320.0036,13,3,2.365647315979,114593.375572,1320.0036,13,3,1.27257144451141,114593.375572,1320.0036,13,3,0
989,114713.373372,1440.0014,13,3,4.40003490447998,114713.373372,1440.0014,13,3,2.22374439239502,114713.373372,1440.0014,13,3,1.34901022911072,114713.373372,1440.0014,13,3,0
990,114833.375572,1560.0036,13,3,4.40002727508545,114833.375572,1560.0036,13,3,2.09942150115967,114833.375572,1560.0036,13,3,1.4210524559021,114833.375572,1560.0036,13,3,0
991,114953.376972,1680.005,13,3,4.39991283416748,114953.376972,1680.005,13,3,1.9912805557251,114953.376972,1680.005,13,3,1.48918759822845,114953.376972,1680.005,13,3,0
992,115073.379672,1800.0077,13,3,4.39994716644287,115073.379672,1800.0077,13,3,1.89687824249268,115073.379672,1800.0077,13,3,1.55393743515015,115073.379672,1800.0077,13,3,0
993,115193.376072,1920.0041,13,3,4.40001487731934,115193.376072,1920.0041,13,3,1.81118488311768,115193.376072,1920.0041,13,3,1.61570060253143,115193.376072,1920.0041,13,3,0
994,115313.378072,2040.0061,13,3,4.40009307861328,115313.378072,2040.0061,13,3,1.732346534729,115313.378072,2040.0061,13,3,1.67475986480713,115313.378072,2040.0061,13,3,0
995,115433.372272,2160.0003,13,3,4.39998626708984,115433.372272,2160.0003,13,3,1.65888690948486,115433.372272,2160.0003,13,3,1.73126101493835,115433.372272,2160.0003,13,3,0
996,115553.378372,2280.0064,13,3,4.39998435974121,115553.378372,2280.0064,13,3,1.58914947509766,115553.378372,2280.0064,13,3,1.78537106513977,115553.378372,2280.0064,13,3,0
997,115673.377472,2400.0055,13,3,4.40003204345703,115673.377472,2400.0055,13,3,1.52275562286377,115673.377472,2400.0055,13,3,1.83720600605011,115673.377472,2400.0055,13,3,0
998,115793.375872,2520.0039,13,3,4.4000415802002,115793.375872,2520.0039,13,3,1.45843601226807,115793.375872,2520.0039,13,3,1.88687229156494,115793.375872,2520.0039,13,3,0
999,115913.376572,2640.0046,13,3,4.39999961853027,115913.376572,2640.0046,13,3,1.39608764648438,115913.376572,2640.0046,13,3,1.93444490432739,115913.376572,2640.0046,13,3,0
1000,116033.373372,2760.0014,13,3,4.39997005462647,116033.373372,2760.0014,13,3,1.33634090423584,116033.373372,2760.0014,13,3,1.9799690246582,116033.373372,2760.0014,13,3,0
1001,116153.373772,2880.0018,13,3,4.39990997314453,116153.373772,2880.0018,13,3,1.27948474884033,116153.373772,2880.0018,13,3,2.02357912063599,116153.373772,2880.0018,13,3,0
1002,116273.379072,3000.0071,13,3,4.40003299713135,116273.379072,3000.0071,13,3,1.22308731079102,116273.379072,3000.0071,13,3,2.06528449058533,116273.379072,3000.0071,13,3,0
1003,116393.375472,3120.0035,13,3,4.39998912811279,116393.375472,3120.0035,13,3,1.16967868804932,116393.375472,3120.0035,13,3,2.10516452789307,116393.375472,3120.0035,13,3,0
1004,116513.378572,3240.0066,13,3,4.39998149871826,116513.378572,3240.0066,13,3,1.11748313903809,116513.378572,3240.0066,13,3,2.14328074455261,116513.378572,3240.0066,13,3,0
1005,116633.377472,3360.0055,13,3,4.40005683898926,116633.377472,3360.0055,13,3,1.06765651702881,116633.377472,3360.0055,13,3,2.17968797683716,116633.377472,3360.0055,13,3,0
1006,116753.376372,3480.0044,13,3,4.39998817443848,116753.376372,3480.0044,13,3,1.01820468902588,116753.376372,3480.0044,13,3,2.21444058418274,116753.376372,3480.0044,13,3,0
